store_name,medicine_name,date,current_stock,daily_demand,expiry_days_left,season,category,demand_trend,lead_time_days,unit_price,reorder_fee,distance_from_distributor_miles
Store B,Atorvastatin_20mg,2024-02-14,179,48,40,summer,Cardiovascular,increasing,5,22.30,24.10,16
Store B,Atorvastatin_20mg,2024-02-17,103,51,64,winter,Cardiovascular,increasing,5,22.30,24.10,16
Store B,Atorvastatin_20mg,2024-03-03,229,49,140,summer,Cardiovascular,stable,5,22.30,24.10,16
Store B,Atorvastatin_20mg,2024-03-04,891,51,260,winter,Cardiovascular,decreasing,5,22.30,24.10,16
Store B,Azithromycin_250mg,2024-01-13,10,4,82,summer,Antibiotic,increasing,5,18.67,15.06,16
Store B,Azithromycin_250mg,2024-01-24,22,10,10,winter,Antibiotic,increasing,5,18.67,15.06,16
Store B,Azithromycin_250mg,2024-02-04,57,10,217,summer,Antibiotic,stable,5,18.67,15.06,16
Store B,Azithromycin_250mg,2024-01-28,149,13,169,winter,Antibiotic,decreasing,5,18.67,15.06,16
Store B,Azithromycin_250mg,2024-02-02,67,10,8,summer,Antibiotic,stable,5,18.67,15.06,16
Store B,Amoxicillin_500mg,2024-01-20,45,23,12,winter,Antibiotic,increasing,5,21.19,14.67,16
Store B,Amoxicillin_500mg,2024-01-31,184,25,235,summer,Antibiotic,stable,5,21.19,14.67,16
Store B,Amoxicillin_500mg,2024-02-01,377,34,232,winter,Antibiotic,decreasing,5,21.19,14.67,16
Store B,Amoxicillin_500mg,2024-02-16,249,35,25,summer,Antibiotic,stable,5,21.19,14.67,16
Store B,Amoxicillin_500mg,2024-02-21,153,34,74,winter,Antibiotic,increasing,5,21.19,14.67,16
Store B,Insulin_100units,2024-01-10,207,35,240,summer,Diabetes,stable,2,29.29,23.76,16
Store B,Insulin_100units,2024-01-20,468,37,186,winter,Diabetes,stable,2,29.29,23.76,16
Store B,Insulin_100units,2024-01-30,427,47,19,summer,Diabetes,stable,2,29.29,23.76,16
Store B,Insulin_100units,2024-01-25,185,47,106,winter,Diabetes,increasing,2,29.29,23.76,16
Store B,Insulin_100units,2024-02-07,50,48,25,summer,Diabetes,increasing,2,29.29,23.76,16
Store B,Metformin_500mg,2024-01-27,151,12,209,winter,Diabetes,decreasing,5,33.04,23.75,16
Store B,Metformin_500mg,2024-02-03,99,15,20,summer,Diabetes,stable,5,33.04,23.75,16
Store B,Metformin_500mg,2024-02-08,31,8,66,winter,Diabetes,increasing,5,33.04,23.75,16
Store B,Metformin_500mg,2024-02-26,32,17,32,summer,Diabetes,increasing,5,33.04,23.75,16
Store B,Metformin_500mg,2024-02-16,71,15,221,winter,Diabetes,stable,5,33.04,23.75,16
Store B,Levothyroxine_50mcg,2024-02-09,112,19,17,summer,Thyroid,stable,5,11.45,17.23,16
Store B,Levothyroxine_50mcg,2024-02-18,59,23,106,winter,Thyroid,increasing,5,11.45,17.23,16
Store B,Levothyroxine_50mcg,2024-03-02,43,20,48,summer,Thyroid,increasing,5,11.45,17.23,16
Store B,Levothyroxine_50mcg,2024-03-01,121,21,248,winter,Thyroid,stable,5,11.45,17.23,16
Store B,Levothyroxine_50mcg,2024-03-12,446,23,222,summer,Thyroid,decreasing,5,11.45,17.23,16
Store B,Losartan_50mg,2024-02-06,74,18,127,winter,Cardiovascular,increasing,5,28.98,21.88,16
Store B,Losartan_50mg,2024-02-12,44,21,36,summer,Cardiovascular,increasing,5,28.98,21.88,16
Store B,Losartan_50mg,2024-02-20,129,20,151,winter,Cardiovascular,stable,5,28.98,21.88,16
Store B,Losartan_50mg,2024-03-04,332,22,325,summer,Cardiovascular,stable,5,28.98,21.88,16
Store B,Losartan_50mg,2024-02-26,162,23,21,winter,Cardiovascular,stable,5,28.98,21.88,16
Store B,Montelukast_10mg,2024-02-05,80,48,14,summer,Respiratory,increasing,5,25.07,16.53,16
Store B,Montelukast_10mg,2024-02-16,243,49,218,winter,Respiratory,stable,5,25.07,16.53,16
Store B,Montelukast_10mg,2024-02-27,875,54,336,summer,Respiratory,stable,5,25.07,16.53,16
Store B,Montelukast_10mg,2024-03-03,344,58,8,winter,Respiratory,stable,5,25.07,16.53,16
Store B,Montelukast_10mg,2024-03-20,267,59,82,summer,Respiratory,increasing,5,25.07,16.53,16
Store B,Nitroglycerin_0.4mg,2024-02-02,114,15,225,winter,Emergency,stable,1,50.84,32.86,16
Store B,Nitroglycerin_0.4mg,2024-02-13,231,14,288,summer,Emergency,decreasing,1,50.84,32.86,16
Store B,Nitroglycerin_0.4mg,2024-02-16,138,16,8,winter,Emergency,stable,1,50.84,32.86,16
Store B,Nitroglycerin_0.4mg,2024-02-23,88,18,138,summer,Emergency,increasing,1,50.84,32.86,16
Store B,Nitroglycerin_0.4mg,2024-03-13,21,11,47,winter,Emergency,increasing,1,50.84,32.86,16
Store B,Omeprazole_20mg,2024-01-07,319,18,312,summer,Gastro,decreasing,4,12.90,12.75,16
Store B,Omeprazole_20mg,2024-01-15,86,12,17,winter,Gastro,stable,4,12.90,12.75,16
Store B,Omeprazole_20mg,2024-01-25,55,19,112,summer,Gastro,increasing,4,12.90,12.75,16
Store B,Omeprazole_20mg,2024-02-03,15,15,68,winter,Gastro,stable,4,12.90,12.75,16
Store B,Omeprazole_20mg,2024-02-16,195,23,245,summer,Gastro,stable,4,12.90,12.75,16
Store B,Pantoprazole_40mg,2024-02-09,161,18,24,winter,Gastro,stable,4,11.65,11.39,16
Store B,Pantoprazole_40mg,2024-02-18,52,12,58,summer,Gastro,increasing,4,11.65,11.39,16
Store B,Pantoprazole_40mg,2024-02-27,42,22,38,winter,Gastro,stable,4,11.65,11.39,16
Store B,Pantoprazole_40mg,2024-03-13,123,23,243,summer,Gastro,stable,4,11.65,11.39,16
Store B,Pantoprazole_40mg,2024-02-29,205,19,162,winter,Gastro,decreasing,4,11.65,11.39,16
Store B,Paracetamol_500mg,2024-01-28,33,8,108,summer,Pain Relief,increasing,3,12.97,13.62,16
Store B,Paracetamol_500mg,2024-02-05,12,7,42,winter,Pain Relief,stable,3,12.97,13.62,16
Store B,Paracetamol_500mg,2024-02-13,133,17,200,summer,Pain Relief,stable,3,12.97,13.62,16
Store B,Paracetamol_500mg,2024-02-15,218,12,247,winter,Pain Relief,decreasing,3,12.97,13.62,16
Store B,Paracetamol_500mg,2024-02-25,116,13,11,summer,Pain Relief,stable,3,12.97,13.62,16
Store B,Ibuprofen_400mg,2024-01-02,63,42,35,winter,Pain Relief,stable,3,15.35,14.27,16
Store B,Ibuprofen_400mg,2024-01-07,312,46,166,summer,Pain Relief,stable,3,15.35,14.27,16
Store B,Ibuprofen_400mg,2024-01-12,798,50,233,winter,Pain Relief,decreasing,3,15.35,14.27,16
Store B,Ibuprofen_400mg,2024-01-23,362,51,10,summer,Pain Relief,stable,3,15.35,14.27,16
Store B,Ibuprofen_400mg,2024-01-22,142,49,139,winter,Pain Relief,increasing,3,15.35,14.27,16
Store B,Cetirizine_10mg,2024-02-04,278,43,141,summer,Allergy,stable,3,14.44,13.74,16
Store B,Cetirizine_10mg,2024-02-11,763,47,327,winter,Allergy,decreasing,3,14.44,13.74,16
Store B,Cetirizine_10mg,2024-02-26,261,43,23,summer,Allergy,stable,3,14.44,13.74,16
Store B,Cetirizine_10mg,2024-02-19,242,54,99,winter,Allergy,increasing,3,14.44,13.74,16
Store B,Cetirizine_10mg,2024-03-11,112,58,61,summer,Allergy,stable,3,14.44,13.74,16
Store B,Gabapentin_300mg,2024-01-06,125,9,188,winter,Neurological,decreasing,6,29.27,24.40,16
Store B,Gabapentin_300mg,2024-01-13,93,13,25,summer,Neurological,stable,6,29.27,24.40,16
Store B,Gabapentin_300mg,2024-01-26,16,6,69,winter,Neurological,increasing,6,29.27,24.40,16
Store B,Gabapentin_300mg,2024-02-08,11,8,67,summer,Neurological,stable,6,29.27,24.40,16
Store B,Gabapentin_300mg,2024-01-30,88,13,209,winter,Neurological,stable,6,29.27,24.40,16
Store B,Sertraline_50mg,2024-01-23,310,33,19,summer,Psychiatric,stable,5,40.29,30.23,16
Store B,Sertraline_50mg,2024-02-03,130,32,135,winter,Psychiatric,increasing,5,40.29,30.23,16
Store B,Sertraline_50mg,2024-02-06,44,31,10,summer,Psychiatric,stable,5,40.29,30.23,16
Store B,Sertraline_50mg,2024-02-13,174,40,167,winter,Psychiatric,stable,5,40.29,30.23,16
Store B,Sertraline_50mg,2024-03-07,564,40,203,summer,Psychiatric,decreasing,5,40.29,30.23,16
Store B,Warfarin_5mg,2024-02-09,63,24,62,winter,Cardiovascular,increasing,7,30.80,19.22,16
Store B,Warfarin_5mg,2024-02-14,34,24,30,summer,Cardiovascular,increasing,7,30.80,19.22,16
Store B,Warfarin_5mg,2024-02-27,212,28,230,winter,Cardiovascular,stable,7,30.80,19.22,16
Store B,Warfarin_5mg,2024-03-13,446,27,213,summer,Cardiovascular,decreasing,7,30.80,19.22,16
Store B,Warfarin_5mg,2024-03-20,142,26,25,winter,Cardiovascular,stable,7,30.80,19.22,16
Store C,Albuterol_100mcg,2024-01-09,24,23,48,winter,Respiratory,increasing,2,26.64,22.70,92
Store C,Albuterol_100mcg,2024-01-20,161,21,211,summer,Respiratory,stable,2,26.64,22.70,92
Store C,Albuterol_100mcg,2024-01-27,332,24,302,winter,Respiratory,decreasing,2,26.64,22.70,92
Store C,Albuterol_100mcg,2024-02-02,155,25,24,summer,Respiratory,stable,2,26.64,22.70,92
Store C,Amlodipine_5mg,2024-01-10,168,22,132,summer,Cardiovascular,stable,5,29.34,21.55,92
Store C,Amlodipine_5mg,2024-01-18,227,22,357,winter,Cardiovascular,stable,5,29.34,21.55,92
Store C,Amlodipine_5mg,2024-01-22,263,30,12,summer,Cardiovascular,stable,5,29.34,21.55,92
Store C,Amlodipine_5mg,2024-02-03,111,30,128,winter,Cardiovascular,increasing,5,29.34,21.55,92
Store C,Aspirin_75mg,2024-01-16,346,30,358,winter,Cardiovascular,stable,4,30.38,22.91,92
Store C,Aspirin_75mg,2024-01-22,190,27,20,summer,Cardiovascular,stable,4,30.38,22.91,92
Store C,Aspirin_75mg,2024-01-30,88,27,109,winter,Cardiovascular,increasing,4,30.38,22.91,92
Store C,Aspirin_75mg,2024-02-03,68,37,32,summer,Cardiovascular,increasing,4,30.38,22.91,92
Store C,Atorvastatin_20mg,2024-01-24,207,37,20,summer,Cardiovascular,stable,5,22.30,24.10,92
Store C,Atorvastatin_20mg,2024-01-30,175,45,40,winter,Cardiovascular,increasing,5,22.30,24.10,92
Store C,Atorvastatin_20mg,2024-02-15,59,48,23,summer,Cardiovascular,increasing,5,22.30,24.10,92
Store C,Atorvastatin_20mg,2024-02-14,363,54,170,winter,Cardiovascular,stable,5,22.30,24.10,92
Store C,Azithromycin_250mg,2024-02-04,61,18,79,winter,Antibiotic,increasing,5,18.67,15.06,92
Store C,Azithromycin_250mg,2024-02-14,24,19,13,summer,Antibiotic,increasing,5,18.67,15.06,92
Store C,Azithromycin_250mg,2024-02-24,65,11,129,winter,Antibiotic,stable,5,18.67,15.06,92
Store C,Azithromycin_250mg,2024-03-08,307,20,267,summer,Antibiotic,decreasing,5,18.67,15.06,92
Store C,Amoxicillin_500mg,2024-01-29,21,19,31,summer,Antibiotic,increasing,5,21.19,14.67,92
Store C,Amoxicillin_500mg,2024-02-04,174,24,172,winter,Antibiotic,stable,5,21.19,14.67,92
Store C,Amoxicillin_500mg,2024-02-08,302,21,178,summer,Antibiotic,decreasing,5,21.19,14.67,92
Store C,Amoxicillin_500mg,2024-02-19,125,22,10,winter,Antibiotic,stable,5,21.19,14.67,92
Store C,Insulin_100units,2024-01-30,100,16,250,winter,Diabetes,stable,2,29.29,23.76,92
Store C,Insulin_100units,2024-02-05,171,16,298,summer,Diabetes,stable,2,29.29,23.76,92
Store C,Insulin_100units,2024-02-15,133,20,23,winter,Diabetes,stable,2,29.29,23.76,92
Store C,Insulin_100units,2024-02-23,49,20,107,summer,Diabetes,increasing,2,29.29,23.76,92
Store C,Metformin_500mg,2024-02-02,632,41,260,summer,Diabetes,decreasing,5,33.04,23.75,92
Store C,Metformin_500mg,2024-02-10,449,48,20,winter,Diabetes,stable,5,33.04,23.75,92
Store C,Metformin_500mg,2024-02-12,147,47,97,summer,Diabetes,increasing,5,33.04,23.75,92
Store C,Metformin_500mg,2024-02-17,101,55,56,winter,Diabetes,increasing,5,33.04,23.75,92
Store C,Levothyroxine_50mcg,2024-01-07,295,31,14,winter,Thyroid,stable,5,11.45,17.23,92
Store C,Levothyroxine_50mcg,2024-01-16,109,31,104,summer,Thyroid,increasing,5,11.45,17.23,92
Store C,Levothyroxine_50mcg,2024-01-29,77,37,41,winter,Thyroid,increasing,5,11.45,17.23,92
Store C,Levothyroxine_50mcg,2024-01-28,329,43,170,summer,Thyroid,stable,5,11.45,17.23,92
Store C,Losartan_50mg,2024-01-01,105,37,106,summer,Cardiovascular,increasing,5,28.98,21.88,92
Store C,Losartan_50mg,2024-01-11,52,40,44,winter,Cardiovascular,increasing,5,28.98,21.88,92
Store C,Losartan_50mg,2024-01-19,293,45,135,summer,Cardiovascular,stable,5,28.98,21.88,92
Store C,Losartan_50mg,2024-01-16,826,49,292,winter,Cardiovascular,decreasing,5,28.98,21.88,92
Store D,Albuterol_100mcg,2024-01-12,46,22,31,summer,Respiratory,increasing,2,26.64,22.70,156
Store D,Albuterol_100mcg,2024-01-18,143,25,159,winter,Respiratory,stable,2,26.64,22.70,156
Store D,Albuterol_100mcg,2024-01-26,431,25,357,summer,Respiratory,stable,2,26.64,22.70,156
Store D,Albuterol_100mcg,2024-02-14,147,21,11,winter,Respiratory,stable,2,26.64,22.70,156
Store D,Albuterol_100mcg,2024-02-01,106,27,131,summer,Respiratory,increasing,2,26.64,22.70,156
Store D,Amlodipine_5mg,2024-01-26,53,11,214,winter,Cardiovascular,stable,5,29.34,21.55,156
Store D,Amlodipine_5mg,2024-02-05,130,12,305,summer,Cardiovascular,decreasing,5,29.34,21.55,156
Store D,Amlodipine_5mg,2024-02-09,31,6,12,winter,Cardiovascular,stable,5,29.34,21.55,156
Store D,Amlodipine_5mg,2024-02-25,41,14,79,summer,Cardiovascular,increasing,5,29.34,21.55,156
Store D,Amlodipine_5mg,2024-02-15,11,9,22,winter,Cardiovascular,increasing,5,29.34,21.55,156
Store D,Aspirin_75mg,2024-01-27,666,35,240,summer,Cardiovascular,decreasing,4,30.38,22.91,156
Store D,Aspirin_75mg,2024-02-02,293,40,17,winter,Cardiovascular,stable,4,30.38,22.91,156
Store D,Aspirin_75mg,2024-02-18,184,43,84,summer,Cardiovascular,increasing,4,30.38,22.91,156
Store D,Aspirin_75mg,2024-02-17,81,44,47,winter,Cardiovascular,stable,4,30.38,22.91,156
Store D,Aspirin_75mg,2024-02-28,370,48,100,summer,Cardiovascular,stable,4,30.38,22.91,156
Store D,Atorvastatin_20mg,2024-02-10,151,22,7,winter,Cardiovascular,stable,5,22.30,24.10,156
Store D,Atorvastatin_20mg,2024-02-15,91,30,75,summer,Cardiovascular,increasing,5,22.30,24.10,156
Store D,Atorvastatin_20mg,2024-03-01,63,31,59,winter,Cardiovascular,increasing,5,22.30,24.10,156
Store D,Atorvastatin_20mg,2024-02-28,192,28,138,summer,Cardiovascular,stable,5,22.30,24.10,156
Store D,Atorvastatin_20mg,2024-03-05,345,30,174,winter,Cardiovascular,decreasing,5,22.30,24.10,156
